

New start of logging. Datetime: 2022.10.01_112457 
Datetime, dd/mm/yyyy hh:mm:ss;HDC TEMP, `C;HDC HUM, %;LPS PRESS, hPa;LPS TEMP, `C;LSM TEMP, `C;LSM AX, mg;LSM AY, mg;LSM AZ, mg;LSM GX;LSM GY;LSM GZ;PM2.5;PM10;EXT_TEMP, `C;BATT, V;VSYS, V
'10/01/2022 11:41:40;20,3;14;1001,5;20,7;17,2;-12,0;-47,3;1009,3;-560,0;-2450,0;-700,0;4,0;36,6;-100,0;4,19;0,01
'10/01/2022 11:41:41;20,3;14;1001,5;20,7;17,2;-12,0;-47,3;1009,3;-560,0;-2450,0;-700,0;4,1;37,0;-100,0;4,19;0,01
'10/01/2022 11:41:42;20,3;14;1001,4;20,7;17,2;-7,3;-51,9;1010,2;-2170,0;840,0;-1260,0;4,0;36,7;-100,0;4,19;0,01
'10/01/2022 11:41:43;20,3;14;1001,5;20,7;17,2;5,2;-54,5;1011,0;3850,0;3360,0;140,0;4,0;36,1;-100,0;4,19;0,01
'10/01/2022 11:41:44;20,3;14;1001,4;20,7;17,3;-17,6;-48,3;1007,8;1750,0;-2940,0;420,0;3,9;36,6;-100,0;4,19;0,01
'10/01/2022 11:41:45;20,3;14;1001,4;20,7;17,2;-46,5;-50,6;1011,7;-2100,0;560,0;-2590,0;3,8;36,0;-100,0;4,19;0,01
'10/01/2022 11:41:46;20,3;14;1001,5;20,7;17,2;-50,3;-38,4;1008,3;1610,0;7350,0;-2590,0;4,0;35,9;-100,0;4,19;0,01
'10/01/2022 11:41:47;20,3;14;1001,5;20,7;17,3;-57,0;-34,0;1008,5;-1400,0;1470,0;700,0;3,9;33,8;-100,0;4,19;0,01
'10/01/2022 11:41:48;20,4;14;1001,5;20,7;17,3;-47,9;-36,6;1008,5;-770,0;-700,0;-1470,0;3,9;33,2;-100,0;4,19;0,01
'10/01/2022 11:41:48;20,3;14;1001,5;20,7;17,3;-23,8;-35,3;1009,7;-1400,0;1890,0;-1610,0;3,7;31,6;-100,0;4,19;0,01
'10/01/2022 11:41:49;20,3;14;1001,5;20,7;17,3;-6,8;-32,2;1009,8;-3990,0;1820,0;-210,0;3,8;32,3;-100,0;4,19;0,01
'10/01/2022 11:41:50;20,4;14;1001,6;20,7;17,3;4,9;-26,5;1010,8;1540,0;1540,0;-490,0;3,8;32,4;-100,0;4,19;0,01
'10/01/2022 11:41:51;20,4;14;1001,4;20,8;17,3;-5,0;-26,5;1009,0;910,0;-8750,0;1820,0;3,8;31,3;-100,0;4,19;0,01
'10/01/2022 11:41:52;20,4;14;1001,5;20,7;17,3;-6,2;-25,7;1008,9;-3220,0;-1540,0;420,0;3,8;26,9;-100,0;4,19;0,01
'10/01/2022 11:41:53;20,4;14;1001,4;20,8;17,3;-20,6;8,8;1002,2;-910,0;3850,0;-1330,0;3,8;25,5;-100,0;4,19;0,01
'10/01/2022 11:41:54;20,4;14;1001,6;20,8;17,4;-33,1;49,5;1010,2;5810,0;-7350,0;3640,0;3,8;27,1;-100,0;4,19;0,01
'10/01/2022 11:41:55;20,5;14;1001,3;20,8;17,4;-13,4;33,7;992,4;-8750,0;-6510,0;-8750,0;3,6;26,0;-100,0;4,19;0,01
'10/01/2022 11:41:56;20,4;14;1001,5;20,7;17,3;-13,7;-16,0;993,6;7420,0;-420,0;14700,0;3,6;23,0;-100,0;4,19;0,01
'10/01/2022 11:41:57;20,4;14;1001,4;20,7;17,3;-37,5;22,8;1030,9;-14560,0;980,0;5880,0;3,5;22,0;-100,0;4,19;0,01
'10/01/2022 11:41:58;20,4;14;1001,6;20,6;17,2;-10,3;-45,2;1019,5;10990,0;-490,0;36120,0;3,5;22,6;-100,0;4,19;0,01
'10/01/2022 11:41:59;20,4;14;1001,6;20,5;17,1;57,5;-82,8;995,9;-5880,0;14630,0;840,0;3,7;23,2;-100,0;4,19;0,01
'10/01/2022 11:42:00;20,4;14;1001,6;20,6;17,2;72,1;-72,7;996,8;-7140,0;1260,0;1890,0;3,8;25,6;-100,0;4,19;0,01
'10/01/2022 11:42:01;20,4;14;1001,6;20,6;17,2;82,0;-8,1;997,8;-7070,0;-11550,0;-22330,0;4,1;29,0;-100,0;4,19;0,01
'10/01/2022 11:42:02;20,4;14;1001,5;20,7;17,2;63,5;24,6;1000,8;29120,0;-2170,0;14840,0;4,2;30,6;-100,0;4,19;0,01
'10/01/2022 11:42:03;20,4;14;1001,5;20,7;17,3;74,4;10,1;1007,4;60130,0;1120,0;-44870,0;4,3;34,1;-100,0;4,19;0,01
'10/01/2022 11:42:04;20,4;14;1001,5;20,7;17,3;83,9;-19,2;998,9;-21420,0;-5460,0;11480,0;4,9;44,8;-100,0;4,19;0,01
'10/01/2022 11:42:04;20,4;14;1001,4;20,7;17,3;76,2;-45,4;1003,3;-10010,0;-8890,0;26810,0;5,4;61,5;-100,0;4,19;0,01
'10/01/2022 11:42:05;20,4;14;1001,5;20,7;17,2;98,7;-40,8;1004,1;-8890,0;1470,0;-12880,0;5,7;66,5;-100,0;4,19;0,01
'10/01/2022 11:42:06;20,4;14;1001,5;20,7;17,3;110,2;-28,4;1003,2;2730,0;-5040,0;-4410,0;5,9;74,1;-100,0;4,19;0,01
'10/01/2022 11:42:07;20,4;14;1001,5;20,7;17,3;154,3;-6,0;997,0;-12460,0;-1050,0;3570,0;6,3;80,8;-100,0;4,19;0,01
'10/01/2022 11:42:08;20,4;14;1001,5;20,7;17,3;204,0;3,6;987,7;3780,0;7980,0;3920,0;7,3;98,5;-100,0;4,19;0,01
'10/01/2022 11:42:09;20,5;14;1001,4;20,8;17,4;188,5;42,0;991,9;1330,0;4060,0;7980,0;7,8;110,7;-100,0;4,19;0,01
'10/01/2022 11:42:10;20,4;14;1001,7;20,8;17,3;170,0;50,8;994,5;-8750,0;-5880,0;-9100,0;7,9;113,0;-100,0;4,19;0,01
'10/01/2022 11:42:11;20,5;14;1001,5;20,7;17,3;143,9;24,3;999,2;-1400,0;-3990,0;1820,0;7,9;112,7;-100,0;4,19;0,01
'10/01/2022 11:42:12;20,5;14;1001,4;20,8;17,4;113,6;14,8;1005,6;1610,0;-770,0;1050,0;8,2;113,3;-100,0;4,19;0,01
'10/01/2022 11:42:13;20,5;14;1001,5;20,8;17,3;64,2;8,1;1005,3;2310,0;-980,0;-2800,0;8,4;117,4;-100,0;4,19;0,01
'10/01/2022 11:42:14;20,5;14;1001,6;20,8;17,4;15,0;-12,1;1007,7;2870,0;-5180,0;-1890,0;8,6;128,8;-100,0;4,19;0,01
'10/01/2022 11:42:15;20,4;14;1001,6;20,7;17,3;5,4;-16,5;1009,1;1120,0;3430,0;-2170,0;8,7;134,2;-100,0;4,19;0,01
'10/01/2022 11:42:16;20,4;14;1001,5;20,7;17,3;1,9;-37,1;1006,1;1960,0;420,0;-70,0;9,0;141,8;-100,0;4,19;0,01
'10/01/2022 11:42:17;20,4;14;1001,6;20,7;17,3;-2,4;-49,7;1006,0;1610,0;1120,0;1820,0;9,1;146,1;-100,0;4,19;0,01
'10/01/2022 11:42:18;20,4;14;1001,6;20,7;17,3;2,4;-37,3;1008,0;-1400,0;-4130,0;2940,0;9,1;147,6;-100,0;4,19;0,01
'10/01/2022 11:42:19;20,4;14;1001,5;20,7;17,4;61,9;-38,1;1005,3;-3360,0;770,0;-3080,0;9,5;158,0;-100,0;4,19;0,01
'10/01/2022 11:42:20;20,4;14;1001,5;20,7;17,3;111,1;-48,5;998,1;-5250,0;1960,0;-5390,0;9,6;162,1;-100,0;4,19;0,01
'10/01/2022 11:42:20;20,4;14;1001,6;20,6;17,2;138,7;-43,7;996,8;2590,0;4830,0;2520,0;9,8;165,0;-100,0;4,19;0,01
'10/01/2022 11:42:21;20,3;14;1001,4;20,4;17,0;192,0;-22,8;982,0;-10010,0;5180,0;280,0;9,7;165,2;-100,0;4,19;0,01
'10/01/2022 11:42:22;20,2;14;1001,6;20,1;16,8;214,5;-14,5;972,9;1750,0;4340,0;4130,0;9,9;165,1;-100,0;4,19;0,01
'10/01/2022 11:42:23;20,1;14;1001,7;20,1;16,7;208,7;-14,8;968,5;140,0;840,0;2240,0;10,0;167,5;-100,0;4,19;0,01
'10/01/2022 11:42:24;20,1;14;1001,6;19,9;16,6;190,5;-20,4;970,2;-5740,0;10850,0;-12880,0;10,5;167,6;-100,0;4,19;0,01
'10/01/2022 11:42:25;20,0;13;1001,5;19,9;16,5;151,1;3,0;971,9;-1610,0;6580,0;-840,0;10,5;167,6;-100,0;4,19;0,01
'10/01/2022 11:42:26;20,0;13;1001,7;19,9;16,6;97,8;-35,2;989,4;-10150,0;-19530,0;4480,0;10,4;166,4;-100,0;4,19;0,01
'10/01/2022 11:42:27;19,9;13;1001,5;19,9;16,6;90,2;-48,7;993,6;33460,0;-2660,0;3850,0;10,7;165,7;-100,0;4,19;0,01
'10/01/2022 11:42:28;19,9;13;1001,6;20,0;16,6;136,6;-92,7;979,5;1260,0;10010,0;-16940,0;10,6;163,6;-100,0;4,19;0,01
'10/01/2022 11:42:29;19,9;13;1001,6;20,0;16,6;116,2;-100,0;979,8;6230,0;5950,0;27790,0;10,5;160,0;-100,0;4,19;0,01
'10/01/2022 11:42:30;19,9;13;1001,6;20,0;16,6;116,2;-100,0;979,8;6230,0;5950,0;27790,0;10,6;160,4;-100,0;4,19;0,01
'10/01/2022 11:42:31;19,9;13;1001,4;20,1;16,7;49,0;-95,6;991,7;15470,0;37730,0;-13510,0;10,6;156,9;-100,0;4,19;0,01
'10/01/2022 11:42:32;19,9;13;1001,5;20,0;16,6;3,3;-89,1;993,7;-1960,0;-15400,0;2380,0;10,2;146,5;-100,0;4,18;0,01
'10/01/2022 11:42:33;19,9;14;1001,5;20,1;16,6;132,4;-68,9;981,2;560,0;19740,0;1050,0;9,7;129,8;-100,0;4,19;0,01
'10/01/2022 11:42:34;19,9;14;1001,7;20,1;16,7;120,0;-47,6;996,9;-20440,0;-14630,0;-24360,0;9,6;128,0;-100,0;4,19;0,01
'10/01/2022 11:42:35;19,8;14;1001,6;19,9;16,5;77,5;-24,4;1016,0;-22750,0;10920,0;2170,0;9,4;120,5;-100,0;4,19;0,01
'10/01/2022 11:42:36;19,8;14;1001,5;19,8;16,4;-8,2;-80,3;984,7;5320,0;-11060,0;13300,0;8,9;112,2;-100,0;4,19;0,01
'10/01/2022 11:42:36;19,7;14;1001,5;19,8;16,4;-36,8;-70,4;990,3;-7910,0;-4130,0;-2100,0;7,9;94,3;-100,0;4,19;0,01
'10/01/2022 11:42:37;19,7;14;1001,5;19,9;16,5;-29,1;-55,8;995,6;-3640,0;2520,0;350,0;7,4;84,4;-100,0;4,19;0,01
'10/01/2022 11:42:38;19,7;14;1001,5;20,0;16,5;-44,2;-40,0;1000,7;-4760,0;-8680,0;1120,0;7,7;87,5;-100,0;4,19;0,01
'10/01/2022 11:42:39;19,7;14;1001,5;20,0;16,5;-48,1;-27,5;1006,6;-4620,0;-6370,0;840,0;8,0;89,5;-100,0;4,19;0,01
'10/01/2022 11:42:40;19,8;14;1001,5;20,1;16,6;-24,7;-24,0;1007,7;-2450,0;-1890,0;1680,0;7,7;89,3;-100,0;4,19;0,01
'10/01/2022 11:42:41;19,8;14;1001,3;20,1;16,6;-15,7;-14,5;1006,3;2590,0;4970,0;-350,0;7,6;87,0;-100,0;4,19;0,01
'10/01/2022 11:42:42;19,8;14;1001,5;20,1;16,6;-20,5;0,3;1009,5;-1260,0;-2170,0;140,0;7,2;75,3;-100,0;4,19;0,01
'10/01/2022 11:42:43;19,8;14;1001,4;20,1;16,7;-16,9;-5,8;1010,0;-3150,0;-1260,0;0,0;7,0;70,2;-100,0;4,19;0,01
'10/01/2022 11:42:44;19,8;14;1001,5;20,1;16,7;-14,6;-10,2;1009,2;-1820,0;3920,0;560,0;6,8;62,8;-100,0;4,19;0,01
'10/01/2022 11:42:45;19,8;14;1001,4;20,2;16,7;-15,4;-8,4;1010,8;1400,0;1960,0;-280,0;6,7;60,0;-100,0;4,19;0,01
'10/01/2022 11:42:46;19,8;14;1001,5;20,2;16,7;-22,7;-7,9;1010,6;-210,0;3010,0;-560,0;6,7;58,7;-100,0;4,18;0,01
'10/01/2022 11:42:47;19,9;14;1001,5;20,2;16,7;-30,0;-11,9;1010,9;-1050,0;-1960,0;210,0;6,3;49,4;-100,0;4,19;0,01
'10/01/2022 11:42:48;19,9;14;1001,5;20,2;16,7;-27,4;-16,8;1011,1;-280,0;3360,0;0,0;6,3;45,5;-100,0;4,19;0,01
'10/01/2022 11:42:49;19,8;15;1001,5;20,1;16,7;-33,2;-16,2;1009,3;-4970,0;-3710,0;280,0;6,1;42,1;-100,0;4,19;0,01
'10/01/2022 11:42:50;19,8;15;1001,6;20,1;16,7;-45,9;-6,5;1006,7;-3920,0;-1400,0;-700,0;6,0;42,5;-100,0;4,19;0,01
'10/01/2022 11:42:51;19,9;15;1001,5;20,2;16,8;-55,7;-5,3;1006,2;770,0;-1890,0;-770,0;5,9;41,6;-100,0;4,19;0,01
'10/01/2022 11:42:51;19,9;15;1001,5;20,3;16,8;-60,7;-7,4;1008,0;-1680,0;420,0;-560,0;5,8;40,1;-100,0;4,19;0,01
'10/01/2022 11:42:52;19,9;15;1001,4;20,3;16,8;-48,5;-17,8;1008,4;17010,0;10080,0;-910,0;5,4;40,1;-100,0;4,19;0,01
'10/01/2022 11:42:53;19,9;15;1001,4;20,3;16,8;-47,2;-9,7;1008,8;1120,0;4900,0;630,0;5,4;40,4;-100,0;4,19;0,01
'10/01/2022 11:42:54;19,9;15;1001,5;20,3;16,8;-52,3;-0,4;1009,5;490,0;1330,0;-420,0;5,5;41,2;-100,0;4,19;0,01
'10/01/2022 11:42:55;20,0;15;1001,6;20,3;16,9;-55,8;7,1;1008,6;-4270,0;-4270,0;-70,0;5,0;41,1;-100,0;4,19;0,01
'10/01/2022 11:42:56;20,0;15;1001,5;20,4;16,9;-48,1;5,5;1010,0;-1820,0;-5880,0;910,0;5,0;42,0;-100,0;4,19;0,01
'10/01/2022 11:42:57;20,0;15;1001,5;20,4;17,0;-39,4;5,4;1009,8;3080,0;-2870,0;-140,0;4,7;41,7;-100,0;4,19;0,01
'10/01/2022 11:42:58;20,1;15;1001,6;20,4;17,0;-42,9;10,6;1010,2;1190,0;-2030,0;-910,0;4,6;40,4;-100,0;4,19;0,01
'10/01/2022 11:42:59;20,0;15;1001,5;20,4;16,9;-37,0;11,7;1009,3;-840,0;700,0;-420,0;4,6;40,5;-100,0;4,19;0,01
'10/01/2022 11:43:00;20,1;15;1001,5;20,4;17,0;-30,9;9,9;1010,6;-1680,0;-1330,0;420,0;4,4;40,8;-100,0;4,19;0,01
'10/01/2022 11:43:01;20,1;15;1001,5;20,5;17,0;-30,4;9,7;1010,6;-1330,0;490,0;-210,0;4,4;40,7;-100,0;4,19;0,01
'10/01/2022 11:43:02;20,1;15;1001,4;20,5;17,0;-33,1;8,4;1010,1;2520,0;2170,0;-140,0;4,2;37,8;-100,0;4,19;0,01
'10/01/2022 11:43:03;20,1;15;1001,4;20,5;17,0;-38,7;8,1;1010,0;1260,0;-630,0;-280,0;4,2;37,8;-100,0;4,19;0,01
'10/01/2022 11:43:04;20,1;15;1001,4;20,5;17,1;-42,9;9,9;1010,5;-2240,0;-1820,0;280,0;4,3;37,4;-100,0;4,19;0,01
'10/01/2022 11:43:05;20,2;15;1001,5;20,5;17,0;-44,7;5,7;1010,1;-2100,0;210,0;-140,0;4,3;37,2;-100,0;4,19;0,01
'10/01/2022 11:43:06;20,1;15;1001,7;20,4;17,0;-50,3;-0,3;1007,9;700,0;-630,0;-350,0;4,2;33,4;-100,0;4,19;0,01
'10/01/2022 11:43:07;20,2;15;1001,4;20,5;17,0;-39,4;-0,9;1008,4;-1470,0;8120,0;2380,0;3,8;27,8;-100,0;4,19;0,01
'10/01/2022 11:43:07;20,1;15;1001,5;20,4;17,0;-37,7;8,4;1003,4;-3570,0;4270,0;-1050,0;3,6;25,7;-100,0;4,19;0,01
'10/01/2022 11:43:08;20,2;15;1001,5;20,5;17,0;-40,5;6,9;1010,0;-350,0;-5810,0;70,0;3,6;25,7;-100,0;4,19;0,01
'10/01/2022 11:43:09;20,2;15;1001,5;20,5;17,1;-21,8;1,3;1009,0;210,0;1680,0;350,0;3,6;24,9;-100,0;4,19;0,01
'10/01/2022 11:43:10;20,2;15;1001,5;20,5;17,1;-22,5;-3,2;1008,3;-1540,0;420,0;-490,0;3,6;24,5;-100,0;4,19;0,01
'10/01/2022 11:43:11;20,2;15;1001,5;20,6;17,1;-25,1;-11,5;1010,8;4340,0;3290,0;-840,0;4,0;30,1;-100,0;4,19;0,01
'10/01/2022 11:43:12;20,2;15;1001,4;20,5;17,1;-27,5;7,1;1007,5;-420,0;3710,0;910,0;4,1;35,5;-100,0;4,19;0,01
'10/01/2022 11:43:13;20,2;15;1001,4;20,6;17,1;-25,3;13,5;1009,4;-210,0;1330,0;-350,0;4,3;36,9;-100,0;4,19;0,01
'10/01/2022 11:43:14;20,3;15;1001,5;20,6;17,2;-22,6;12,6;1011,1;2170,0;3570,0;420,0;4,3;36,7;-100,0;4,19;0,01
'10/01/2022 11:43:15;20,2;15;1001,5;20,5;17,1;-16,4;6,9;1010,1;1260,0;2170,0;-140,0;4,3;36,5;-100,0;4,19;0,01
'10/01/2022 11:43:16;20,3;15;1001,4;20,6;17,2;-19,7;9,2;1006,7;-3570,0;1960,0;1190,0;4,3;34,6;-100,0;4,19;0,01
'10/01/2022 11:43:17;20,3;15;1001,5;20,6;17,2;-22,9;-37,2;1004,8;-1680,0;-280,0;-2310,0;4,6;41,4;-100,0;4,19;0,01
'10/01/2022 11:43:18;20,3;15;1001,5;20,6;17,2;-22,9;-37,2;1004,8;-1680,0;-280,0;-2310,0;4,8;47,6;-100,0;4,19;0,01
'10/01/2022 11:43:19;20,3;15;1001,6;20,6;17,2;-61,9;-56,7;1010,0;-3010,0;-3500,0;2730,0;4,9;47,8;-100,0;4,19;0,01
'10/01/2022 11:43:20;20,3;14;1001,5;20,6;17,2;-86,1;-74,1;1007,2;12180,0;8260,0;-4480,0;4,9;47,8;-100,0;4,19;0,01
'10/01/2022 11:43:21;20,3;14;1001,4;20,7;17,2;-62,1;-63,1;1008,5;-6230,0;-140,0;-1050,0;5,0;47,2;-100,0;4,19;0,01
'10/01/2022 11:43:22;20,3;14;1001,5;20,6;17,2;-55,0;-62,0;1005,8;2310,0;0,0;2940,0;4,9;46,9;-100,0;4,19;0,01
'10/01/2022 11:43:23;20,3;14;1001,5;20,6;17,2;-66,2;-41,8;1005,5;490,0;-3290,0;-210,0;5,1;50,3;-100,0;4,19;0,01
'10/01/2022 11:43:23;20,3;14;1001,5;20,6;17,2;-57,4;-32,5;1005,5;-1260,0;1750,0;-1400,0;5,8;65,2;-100,0;4,19;0,01
'10/01/2022 11:43:24;20,3;14;1001,6;20,7;17,2;-40,9;-34,2;1007,5;1400,0;3010,0;0,0;6,7;84,2;-100,0;4,19;0,01
'10/01/2022 11:43:25;20,3;14;1001,4;20,7;17,2;-30,5;-38,5;1008,2;-1050,0;840,0;980,0;7,4;98,0;-100,0;4,19;0,01
'10/01/2022 11:43:26;20,3;14;1001,6;20,6;17,2;-22,3;-45,3;1007,2;420,0;210,0;140,0;7,5;100,2;-100,0;4,19;0,01
'10/01/2022 11:43:27;20,3;14;1001,5;20,6;17,1;-17,7;-52,3;1005,4;1330,0;1610,0;-420,0;7,5;101,3;-100,0;4,19;0,01
'10/01/2022 11:43:28;20,3;14;1001,5;20,6;17,1;-22,9;-53,1;1005,2;210,0;700,0;-840,0;7,5;101,9;-100,0;4,19;0,01
'10/01/2022 11:43:29;20,3;14;1001,5;20,6;17,1;-31,3;-50,4;1004,6;-910,0;-1470,0;-210,0;7,5;101,4;-100,0;4,18;0,01
'10/01/2022 11:43:30;20,3;14;1001,6;20,6;17,2;-37,0;-47,0;1005,7;-910,0;-350,0;280,0;7,6;101,3;-100,0;4,19;0,01
'10/01/2022 11:43:31;20,3;14;1001,5;20,6;17,2;-39,8;-46,7;1006,4;2030,0;700,0;770,0;7,5;101,5;-100,0;4,19;0,01
'10/01/2022 11:43:32;20,3;14;1001,5;20,7;17,2;-46,3;-43,2;1007,5;-1330,0;-1400,0;70,0;7,6;102,6;-100,0;4,19;0,01
'10/01/2022 11:43:33;20,3;14;1001,5;20,7;17,2;-50,8;-43,7;1007,1;1890,0;910,0;770,0;7,7;108,8;-100,0;4,19;0,01
'10/01/2022 11:43:34;20,3;14;1001,5;20,6;17,2;-46,7;-45,3;1006,7;350,0;560,0;-140,0;7,7;110,2;-100,0;4,19;0,01
'10/01/2022 11:43:35;20,3;14;1001,6;20,6;17,2;-55,6;-37,3;1004,2;-2170,0;-2380,0;-1820,0;7,9;113,7;-100,0;4,19;0,01
'10/01/2022 11:43:36;20,3;14;1001,6;20,6;17,2;-62,3;-36,7;1006,1;-1400,0;-1120,0;-700,0;8,1;118,1;-100,0;4,19;0,01
'10/01/2022 11:43:37;20,3;14;1001,5;20,7;17,2;-70,3;-41,3;1005,2;-420,0;-840,0;560,0;8,1;121,6;-100,0;4,19;0,01
'10/01/2022 11:43:38;20,3;14;1001,5;20,6;17,2;-73,7;-43,8;1005,1;420,0;420,0;210,0;8,3;123,9;-100,0;4,19;0,01
'10/01/2022 11:43:38;20,3;14;1001,5;20,7;17,2;-74,4;-45,6;1004,9;-140,0;2240,0;-1960,0;8,3;127,0;-100,0;4,19;0,01
'10/01/2022 11:43:39;20,4;14;1001,5;20,7;17,2;-78,6;-38,3;1006,7;1470,0;770,0;770,0;7,9;122,0;-100,0;4,19;0,01
'10/01/2022 11:43:40;20,4;14;1001,5;20,7;17,3;-85,0;-28,3;1006,5;70,0;-70,0;630,0;7,8;117,3;-100,0;4,19;0,01
'10/01/2022 11:43:41;20,3;14;1001,5;20,6;17,2;-92,7;-27,3;1004,1;980,0;1750,0;770,0;7,7;116,2;-100,0;4,19;0,01
'10/01/2022 11:43:42;20,3;14;1001,4;20,7;17,2;-105,6;-35,1;1001,4;-490,0;-1470,0;210,0;7,5;115,1;-100,0;4,19;0,01
'10/01/2022 11:43:43;20,3;14;1001,5;20,7;17,3;-109,0;-42,3;1001,6;1050,0;70,0;-420,0;7,4;114,2;-100,0;4,18;0,01
'10/01/2022 11:43:44;20,4;14;1001,5;20,7;17,2;-108,4;-42,4;1002,5;-1050,0;-770,0;-630,0;7,4;114,2;-100,0;4,19;0,01
'10/01/2022 11:43:45;20,4;14;1001,5;20,7;17,3;-106,2;-43,5;1002,8;1540,0;490,0;-490,0;7,0;106,4;-100,0;4,19;0,01
'10/01/2022 11:43:46;20,3;14;1001,5;20,7;17,2;-104,5;-42,3;1002,0;-1680,0;-420,0;-700,0;6,7;100,4;-100,0;4,19;0,01
'10/01/2022 11:43:47;20,4;14;1001,5;20,7;17,3;-99,5;-43,3;1002,4;-1820,0;-1750,0;0,0;6,6;101,5;-100,0;4,19;0,01
'10/01/2022 11:43:48;20,3;14;1001,5;20,7;17,3;-97,1;-43,0;1002,0;490,0;2170,0;-70,0;6,6;101,3;-100,0;4,19;0,01
'10/01/2022 11:43:49;20,4;14;1001,5;20,7;17,2;-102,9;-29,6;1002,1;-700,0;1470,0;-1260,0;6,6;100,9;-100,0;4,19;0,01
'10/01/2022 11:43:50;20,3;14;1001,5;20,6;17,2;-110,1;-20,9;1001,3;-630,0;-560,0;910,0;6,6;102,1;-100,0;4,19;0,01
'10/01/2022 11:43:51;20,3;14;1001,5;20,6;17,2;-105,7;-31,1;1000,3;560,0;420,0;490,0;6,4;98,7;-100,0;4,19;0,01
'10/01/2022 11:43:52;20,3;14;1001,5;20,6;17,2;-107,9;-31,7;1000,6;-770,0;70,0;-1190,0;5,6;83,4;-100,0;4,19;0,01
'10/01/2022 11:43:53;20,3;14;1001,5;20,6;17,2;-110,8;-34,2;1000,5;1050,0;-350,0;-70,0;4,7;63,7;-100,0;4,19;0,01
'10/01/2022 11:43:53;20,3;14;1001,5;20,6;17,2;-115,8;-34,9;1000,0;-280,0;-1750,0;-420,0;4,0;49,0;-100,0;4,19;0,01
'10/01/2022 11:43:54;20,3;14;1001,6;20,6;17,2;-115,8;-33,5;1000,0;280,0;1120,0;1120,0;4,0;46,7;-100,0;4,19;0,01
'10/01/2022 11:43:55;20,3;14;1001,5;20,7;17,2;-116,2;-19,2;1002,6;0,0;-1820,0;-70,0;3,9;45,1;-100,0;4,18;0,01
'10/01/2022 11:43:56;20,3;14;1001,5;20,6;17,2;-113,2;-13,4;1002,4;0,0;-490,0;1190,0;3,9;44,3;-100,0;4,19;0,01
'10/01/2022 11:43:57;20,3;14;1001,5;20,6;17,2;-110,6;-10,1;1001,7;-700,0;-1330,0;490,0;3,8;44,2;-100,0;4,19;0,01
'10/01/2022 11:43:58;20,3;14;1001,6;20,6;17,2;-109,5;-11,9;1001,4;-1330,0;-210,0;-140,0;3,8;44,9;-100,0;4,18;0,01
'10/01/2022 11:43:59;20,3;14;1001,5;20,6;17,2;-111,3;-9,8;1001,1;980,0;-280,0;0,0;4,0;49,8;-100,0;4,18;0,01
'10/01/2022 11:44:00;20,3;14;1001,4;20,6;17,2;-116,8;-5,2;1001,3;-700,0;-420,0;-630,0;4,0;49,7;-100,0;4,18;0,01
'10/01/2022 11:44:01;20,3;14;1001,4;20,6;17,2;-112,2;-1,3;1001,9;-1050,0;1890,0;560,0;4,1;45,0;-100,0;4,18;0,01
'10/01/2022 11:44:02;20,3;14;1001,4;20,6;17,2;-109,2;3,0;1003,6;1680,0;490,0;-490,0;4,3;47,5;-100,0;4,18;0,01
'10/01/2022 11:44:03;20,3;14;1001,4;20,6;17,2;-106,1;10,1;1003,5;-1400,0;-560,0;420,0;4,4;45,8;-100,0;4,18;0,01
'10/01/2022 11:44:04;20,3;14;1001,6;20,6;17,2;-104,0;9,3;1004,1;1260,0;1540,0;-210,0;4,3;43,2;-100,0;4,19;0,01
'10/01/2022 11:44:05;20,2;14;1001,5;20,4;17,1;-97,4;11,0;986,3;-7070,0;-3010,0;-5460,0;4,2;39,4;-100,0;4,18;0,01
'10/01/2022 11:44:06;20,3;14;1001,5;20,6;17,1;-64,4;3,0;1001,1;-17360,0;-9590,0;-8540,0;4,1;37,7;-100,0;4,18;0,01
'10/01/2022 11:44:07;20,3;14;1001,5;20,6;17,1;-64,4;3,0;1001,1;-17360,0;-9590,0;-8540,0;4,0;32,9;-100,0;4,18;0,01
'10/01/2022 11:44:08;20,3;14;1001,6;20,6;17,2;-49,3;2,8;1011,8;9310,0;13580,0;1610,0;3,9;33,1;-100,0;4,19;0,01
'10/01/2022 11:44:09;20,2;14;1001,6;20,5;17,1;-43,2;-19,8;1008,0;10780,0;-1120,0;-5040,0;3,9;32,6;-100,0;4,18;0,01
'10/01/2022 11:44:09;20,3;14;1001,6;20,6;17,1;-18,7;-34,3;1006,3;5880,0;5530,0;3290,0;3,9;32,1;-100,0;4,18;0,01
'10/01/2022 11:44:10;20,2;13;1001,6;20,4;17,0;2,7;-4,5;1007,2;-2310,0;5460,0;700,0;4,0;32,1;-100,0;4,18;0,01
'10/01/2022 11:44:11;20,1;13;1001,6;20,3;17,0;6,2;16,4;1002,5;-1050,0;-1750,0;-1540,0;4,0;32,9;-100,0;4,18;0,01
'10/01/2022 11:44:12;20,1;13;1001,6;20,3;16,9;8,8;17,9;999,1;6790,0;6580,0;-1190,0;4,1;33,6;-100,0;4,18;0,01
'10/01/2022 11:44:13;20,1;13;1001,6;20,4;17,0;10,1;35,1;1003,1;70,0;3920,0;1190,0;4,1;34,5;-100,0;4,18;0,01
'10/01/2022 11:44:14;20,1;13;1001,6;20,4;16,9;6,7;28,4;1004,3;-3570,0;-2660,0;630,0;4,1;34,6;-100,0;4,18;0,01
